image_url,cx,cy,r,type,count
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",145,161,10.0,1,2
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",152,202,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",186,221,10.0,1,7
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",152,289,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",198,262,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",186,286,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",152,326,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",226,374,10.0,1,2
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",226,410,10.0,1,4
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",200,444,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",327,141,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",365,162,11.035,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",374,175,10.0,1,2
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",402,174,10.0,1,2
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",448,160,10.0,1,1
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",446,212,10.0,1,2
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",378,235,10.0,1,2
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",402,285,10.0,1,2
"https://drive.google.com/uc?export=view&id=1SN7akRhgzmSiBwA18GM-1L64ed999gDp
",425,288,10.0,1,1
