ObjectID,Date of Data Collection,Neighborhood,Map Number,Homeless Classification,How many?,Rain?,Temperature?,x,y
171,2/26/2015 8:00,Gaslamp,14,individual_sleeper,5,no,,-117.1600124,32.71087521
191,2/26/2015 8:00,Gaslamp,14,individual_sleeper,1,no,,-117.1593117,32.71021105
221,2/26/2015 8:00,Gaslamp,14,individual_sleeper,1,no,,-117.1599122,32.70928743
238,2/26/2015 8:00,Gaslamp,14,individual_sleeper,1,no,,-117.1609078,32.70871347
248,2/26/2015 8:00,Gaslamp,14,individual_sleeper,1,no,,-117.1594871,32.70721
259,2/26/2015 8:00,Gaslamp,14,individual_sleeper,1,no,,-117.15947,32.70693965
55,2/26/2016 8:00,Gaslamp,14,individual_sleeper,1,no,,-117.1602376,32.71329478
143,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.16027,32.71543
151,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.16027,32.71496
175,2/28/2014 8:00,Gaslamp,2,individual_sleeper,2,na,,-117.15936,32.71485
181,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.16095,32.71438
190,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.16027,32.71418
196,2/28/2014 8:00,Gaslamp,2,individual_sleeper,2,na,,-117.16094,32.71422
201,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.16026,32.71346
216,2/28/2014 8:00,Gaslamp,2,individual_sleeper,2,na,,-117.15935,32.71335
224,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.16123,32.71227
233,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.15934,32.7117
255,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.16,32.71022
261,2/28/2014 8:00,Gaslamp,2,individual_sleeper,2,na,,-117.15933,32.71001
267,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.1593987,32.70930508
275,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.1592713,32.70901226
281,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.1603907,32.70842169
300,2/28/2014 8:00,Gaslamp,2,individual_sleeper,4,na,,-117.1598,32.70711
308,2/28/2014 8:00,Gaslamp,2,individual_sleeper,2,na,,-117.1593,32.70705
319,2/28/2014 8:00,Gaslamp,2,individual_sleeper,1,na,,-117.15935,32.70685
139,3/1/2014 8:00,Gaslamp,3,individual_sleeper,2,na,,-117.16027,32.71542
174,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16026,32.71488
186,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16004,32.71543
197,3/1/2014 8:00,Gaslamp,3,individual_sleeper,2,na,,-117.16079,32.71455
211,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16027,32.71413
219,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16027,32.71389
232,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16002,32.71372
243,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,1,na,,-117.15938,32.71447
254,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16003,32.71349
265,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16002,32.71309
273,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.160023,32.71267295
284,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16026,32.71343
294,3/1/2014 8:00,Gaslamp,3,individual_sleeper,3,na,,-117.16093,32.71321
313,3/1/2014 8:00,Gaslamp,3,individual_sleeper,2,na,,-117.16058,32.71246
324,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16092,32.71204
336,3/1/2014 8:00,Gaslamp,3,individual_sleeper,1,na,,-117.16025,32.71226
344,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,1,na,,-117.16002,32.71225
351,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,2,na,,-117.16002,32.71163
365,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,1,na,,-117.15933,32.7108
376,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,1,na,,-117.160894,32.70885
388,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,1,na,,-117.1596307,32.70846806
398,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,1,na,,-117.1593362,32.7079152
414,3/1/2014 8:00,Gaslamp ,3,individual_sleeper,1,na,,-117.1595121,32.70695201
923,3/1/2016 8:00,Gaslamp,27,individual_sleeper,2,na,,-117.1602586,32.71514819
926,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.16007,32.71452
929,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.16097,32.71367
931,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.16032,32.71353
933,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.16006,32.71345
940,3/1/2016 8:00,Gaslamp,27,individual_sleeper,3,na,,-117.1600693,32.71307611
943,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.1598,32.71263
948,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.15977,32.71247
952,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.1604,32.71249
955,3/1/2016 8:00,Gaslamp,27,individual_sleeper,2,na,,-117.16113,32.71123
957,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.1602517,32.70930818
958,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.1609,32.71138
962,3/1/2016 8:00,Gaslamp,27,individual_sleeper,3,na,,-117.1603,32.7114
966,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.1600272,32.71095
969,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.15935,32.71034016
971,3/1/2016 8:00,Gaslamp,27,individual_sleeper,2,na,,-117.16002,32.70883
1049,3/1/2016 8:00,Gaslamp,27,individual_sleeper,2,na,,-117.1593322,32.7132742
1053,3/1/2016 8:00,gaslamp,27,individual_sleeper,1,na,,-117.1609594,32.714948
1056,3/1/2016 8:00,Gaslamp ,27,individual_sleeper,8,na,,-117.1600299,32.70724608
1063,3/1/2016 8:00,Gaslamp ,27,individual_sleeper,2,na,,-117.1597431,32.70707705
1065,3/1/2016 8:00,Gaslamp ,27,individual_sleeper,1,na,,-117.1592839,32.70707413
1068,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.16095,32.71537
1071,3/1/2016 8:00,Gaslamp,27,individual_sleeper,1,na,,-117.16112,32.71065
613,3/26/2015 7:00,Gaslamp,15,individual_sleeper,1,no,,-117.16097,32.7154
622,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.16097,32.71486
625,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.16025,32.71521
632,3/26/2015 7:00,gaslamp,15,individual_sleeper,3,no,,-117.1597107,32.71560708
647,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.16024,32.7131
653,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.16061,32.71264
660,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.1609354,32.71202
666,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.16057,32.71159
674,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.16023,32.71204
688,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.1609046,32.70848514
694,3/26/2015 7:00,gaslamp,15,individual_sleeper,1,no,,-117.16,32.70742
700,3/26/2015 7:00,gaslamp,15,individual_sleeper,9,no,,-117.15931,32.70688806
607,3/28/2018 7:00,Gaslamp,52,individual_sleeper,4,no,59,-117.1609498,32.71525354
657,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1600424,32.71514805
692,3/28/2018 7:00,Gaslamp,52,individual_sleeper,4,no,59,-117.159379,32.71507805
701,3/28/2018 7:00,Gaslamp,52,individual_sleeper,6,no,59,-117.1593749,32.71477101
761,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1602649,32.7152258
774,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1609356,32.714117
781,3/28/2018 7:00,Gaslamp,52,individual_sleeper,4,no,59,-117.1600378,32.71413646
784,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1593651,32.71413222
903,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1609317,32.71281093
906,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1607541,32.71265514
909,3/28/2018 7:00,Gaslamp,52,individual_sleeper,3,no,59,-117.1602576,32.71301895
917,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1600271,32.71308805
921,3/28/2018 7:00,Gaslamp,52,individual_sleeper,5,no,59,-117.1597378,32.71265514
925,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1593315,32.71311222
932,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.16061,32.71247
936,3/28/2018 7:00,Gaslamp,52,individual_sleeper,3,no,59,-117.16023,32.71201
939,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1600278,32.71197518
944,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1599354,32.71161642
951,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1607446,32.71161222
956,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1605827,32.7113642
960,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1609037,32.71093385
964,3/28/2018 7:00,Gaslamp,52,individual_sleeper,4,no,59,-117.1602388,32.71093642
968,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1605705,32.71052868
974,3/28/2018 7:00,Gaslamp,52,individual_sleeper,4,no,59,-117.1600024,32.71073549
978,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1594146,32.71054514
980,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1605739,32.71033292
983,3/28/2018 7:00,Gaslamp,52,individual_sleeper,3,no,59,-117.1609117,32.71001264
984,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1599924,32.70948868
985,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1599785,32.70845868
986,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1594039,32.70823549
988,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1592968,32.70813646
990,3/28/2018 7:00,Gaslamp,52,individual_sleeper,1,no,59,-117.1609039,32.70842062
992,3/28/2018 7:00,Gaslamp,52,individual_sleeper,4,no,59,-117.16022,32.70822
993,3/28/2018 7:00,Gaslamp,52,individual_sleeper,10,no,59,-117.1592807,32.70708354
1000,3/28/2018 7:00,Gaslamp,52,individual_sleeper,4,no,59,-117.1602749,32.71427611
1001,3/28/2018 7:00,Gaslamp,52,individual_sleeper,2,no,59,-117.1602695,32.71389704
66,3/30/2017 7:00,Gaslamp,38,individual_sleeper,3,na,58,-117.1609617,32.71507
69,3/30/2017 7:00,Gaslamp,38,individual_sleeper,3,na,58,-117.160059,32.71410226
92,3/30/2017 7:00,Gaslamp,38,individual_sleeper,1,na,58,-117.1609624,32.71297681
104,3/30/2017 7:00,gaslamp,38,individual_sleeper,3,yes,58,-117.1606041,32.71265303
114,3/30/2017 7:00,Gaslamp,38,individual_sleeper,4,na,58,-117.1602505,32.71291409
154,3/30/2017 7:00,GASLAMP,38,individual_sleeper,1,na,58,-117.1593436,32.71351327
299,3/30/2017 7:00,Gaslamp,38,individual_sleeper,5,na,58,-117.1593256,32.71288
389,3/30/2017 7:00,Gaslamp,38,individual_sleeper,1,na,58,-117.1595869,32.7126616
405,3/30/2017 7:00,gaslamp,38,individual_sleeper,1,na,58,-117.1597902,32.71264994
708,3/30/2017 7:00,gaslamp,38,individual_sleeper,3,na,58,-117.1600456,32.71284946
717,3/30/2017 7:00,gaslamp,38,individual_sleeper,1,na,58,-117.1593329,32.71203646
723,3/30/2017 7:00,gaslamp,38,individual_sleeper,2,na,58,-117.1596722,32.71139035
738,3/30/2017 7:00,gaslamp,38,individual_sleeper,2,na,58,-117.1600217,32.71091354
751,3/30/2017 7:00,gaslamp,38,individual_sleeper,1,na,58,-117.1592976,32.71089646
759,3/30/2017 7:00,gaslamp,38,individual_sleeper,1,na,58,-117.1601997,32.7088684
763,3/30/2017 7:00,gaslamp,38,individual_sleeper,1,na,58,-117.1600056,32.70882583
792,3/30/2017 7:00,gaslamp,38,individual_sleeper,1,na,58,-117.1598539,32.70824389
797,3/30/2017 7:00,Gaslamp,38,individual_sleeper,2,na,58,-117.1599917,32.70789001
1013,3/30/2017 7:00,Gaslamp,38,individual_sleeper,4,na,58,-117.15955,32.70704
4,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.15949,32.71561
10,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,no,,-117.16006,32.71532
14,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.16007,32.71509
19,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.1594702,32.71472836
27,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.16042,32.71352
38,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.16022,32.71324
45,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.16098,32.71158
51,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.16097,32.71203
61,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.16021,32.71185
68,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.15933,32.71189
84,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.1607569,32.71054206
95,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.1597257,32.70945031
106,4/1/2014 7:00,Gaslamp,4,individual_sleeper,1,na,,-117.15926,32.70923
124,4/1/2014 7:00,Gaslamp,4,individual_sleeper,5,na,,-117.15943,32.7069
785,4/1/2015 7:00,Gaslamp,16,individual_sleeper,2,na,,-117.15957,32.71563
790,4/1/2015 7:00,Gaslamp,16,individual_sleeper,1,na,,-117.1593227,32.71525
802,4/1/2015 7:00,Gaslamp,16,individual_sleeper,1,na,,-117.1609759,32.71291097
807,4/1/2015 7:00,Gaslamp,16,individual_sleeper,2,na,,-117.159329,32.71300323
816,4/1/2015 7:00,Gaslamp,16,individual_sleeper,1,na,,-117.1609544,32.71232261
820,4/1/2015 7:00,Gaslamp,16,individual_sleeper,2,na,,-117.1602329,32.7123
825,4/1/2015 7:00,Gaslamp,16,individual_sleeper,6,na,,-117.16021,32.71086
830,4/1/2015 7:00,Gaslamp,16,individual_sleeper,1,na,,-117.1601968,32.70861774
837,4/1/2015 7:00,Gaslamp,16,individual_sleeper,1,na,,-117.15925,32.70915
843,4/1/2015 7:00,Gaslamp,16,individual_sleeper,1,na,,-117.1592588,32.70855128
848,4/1/2015 7:00,Gaslamp,16,individual_sleeper,1,na,,-117.1600039,32.70798774
629,4/1/2016 7:00,Gaslamp,37,individual_sleeper,2,na,,-117.1597,32.71561
636,4/1/2016 7:00,Gaslamp,37,individual_sleeper,3,na,,-117.1609727,32.71556872
646,4/1/2016 7:00,Gaslamp,37,individual_sleeper,1,na,,-117.16006,32.71455
661,4/1/2016 7:00,Gaslamp,37,individual_sleeper,4,na,,-117.1593368,32.71311097
682,4/1/2016 7:00,Gaslamp,37,individual_sleeper,6,na,,-117.15967,32.71265837
715,4/1/2016 7:00,Gaslamp,37,individual_sleeper,3,na,,-117.1608546,32.71264031
728,4/1/2016 7:00,Gaslamp,37,individual_sleeper,1,na,,-117.1600339,32.71175
737,4/1/2016 7:00,Gaslamp,37,individual_sleeper,2,na,,-117.1611388,32.71088774
746,4/1/2016 7:00,Gaslamp,37,individual_sleeper,5,na,,-117.1609432,32.71120323
780,4/1/2016 7:00,Gaslamp,37,individual_sleeper,1,na,,-117.1593188,32.71090226
791,4/1/2016 7:00,Gaslamp,37,individual_sleeper,1,na,,-117.1609178,32.70987097
798,4/1/2016 7:00,Gaslamp,37,individual_sleeper,2,na,,-117.1602141,32.70991097
811,4/1/2016 7:00,Gaslamp,37,individual_sleeper,1,na,,-117.1600112,32.70982549
818,4/1/2016 7:00,Gaslamp,37,individual_sleeper,2,na,,-117.1609037,32.7087942
826,4/1/2016 7:00,Gaslamp,37,individual_sleeper,2,na,,-117.1602163,32.70885323
832,4/1/2016 7:00,Gaslamp,37,individual_sleeper,2,na,,-117.1602107,32.70792774
839,4/1/2016 7:00,Gaslamp,37,individual_sleeper,2,na,,-117.1599959,32.70783323
841,4/1/2016 7:00,Gaslamp,37,individual_sleeper,1,na,,-117.1596173,32.70738514
39,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1609437,32.71516195
57,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.16027,32.71515863
100,4/25/2018 7:00,Gaslamp,39,individual_sleeper,3,no,,-117.1600412,32.7151519
120,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1606054,32.71455677
148,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1609385,32.7141277
159,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1605851,32.71371482
173,4/25/2018 7:00,Gaslamp,39,individual_sleeper,2,no,,-117.1600212,32.71414035
184,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.15967,32.71455
195,4/25/2018 7:00,Gaslamp,39,individual_sleeper,2,no,,-117.1593729,32.71414509
209,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1602534,32.71308899
220,4/25/2018 7:00,Gaslamp,39,individual_sleeper,2,no,,-117.1606027,32.71266288
242,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1609298,32.71308611
251,4/25/2018 7:00,Gaslamp,39,individual_sleeper,5,no,,-117.1600212,32.71302062
266,4/25/2018 7:00,Gaslamp,39,individual_sleeper,3,no,,-117.15947,32.71266354
270,4/25/2018 7:00,Gaslamp,39,individual_sleeper,3,no,,-117.15934,32.71323
283,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1605954,32.71246451
293,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1600246,32.7119784
307,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1605854,32.71136872
323,4/25/2018 7:00,Gaslamp,39,individual_sleeper,2,no,,-117.160238,32.71094062
330,4/25/2018 7:00,Gaslamp,39,individual_sleeper,4,no,,-117.1600066,32.71088097
340,4/25/2018 7:00,Gaslamp,39,individual_sleeper,4,no,,-117.1609032,32.70988611
349,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1608993,32.70885868
362,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1595332,32.7082358
371,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1599751,32.70784903
379,4/25/2018 7:00,Gaslamp,39,individual_sleeper,1,no,,-117.1595656,32.70717451
395,4/25/2018 7:00,Gaslamp,39,individual_sleeper,6,no,,-117.1592712,32.70696194
448,4/25/2018 7:00,Gaslamp,50,individual_sleeper,2,no,,-117.16035,32.71472
455,4/25/2018 7:00,Gaslamp,50,individual_sleeper,2,no,,-117.16006,32.71474
52,4/26/2017 7:00,Gaslamp,40,individual_sleeper,2,no,64,-117.1606,32.71558
86,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16026,32.71514
108,4/26/2017 7:00,Gaslamp,40,individual_sleeper,2,no,64,-117.16005,32.71512
177,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16025,32.71414
207,4/26/2017 7:00,Gaslamp,40,individual_sleeper,2,no,64,-117.16005,32.71413
230,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16097,32.71281
245,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.1597,32.71353
253,4/26/2017 7:00,Gaslamp,40,individual_sleeper,3,no,64,-117.15931,32.71309
264,4/26/2017 7:00,Gaslamp,40,individual_sleeper,3,no,64,-117.1597,32.71263
271,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16022,32.71204
282,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16094,32.71171
292,4/26/2017 7:00,Gaslamp,40,individual_sleeper,2,no,64,-117.16004,32.712
305,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16033,32.71137
322,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.15941,32.71139
329,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16085,32.71035
342,4/26/2017 7:00,Gaslamp,40,individual_sleeper,2,no,64,-117.16028,32.71033
357,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16001,32.70985
368,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.16058,32.70928
381,4/26/2017 7:00,Gaslamp,40,individual_sleeper,2,no,64,-117.16,32.70928
396,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.15926,32.70858
409,4/26/2017 7:00,Gaslamp,40,individual_sleeper,1,no,64,-117.1602,32.70789
418,4/26/2017 7:00,Gaslamp,40,individual_sleeper,2,no,64,-117.15963,32.70823
429,4/26/2017 7:00,Gaslamp,40,individual_sleeper,10,no,64,-117.15957,32.70708
26,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.15943,32.71562031
40,5/1/2014 7:00,Gaslamp,5,individual_sleeper,2,na,,-117.1593632,32.71518778
70,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.1593234,32.71308
101,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.16022,32.71317
118,5/1/2014 7:00,Gaslamp,5,individual_sleeper,2,na,,-117.1593349,32.71190837
128,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.1609441,32.71179
140,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.1609395,32.71170774
150,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.1609315,32.71088646
169,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.1605807,32.71052097
194,5/1/2014 7:00,Gaslamp,5,individual_sleeper,1,na,,-117.1599868,32.70769097
210,5/1/2014 7:00,Gaslamp,5,individual_sleeper,2,na,,-117.1593008,32.70692505
505,5/1/2015 7:00,Gaslamp,17,individual_sleeper,3,no,,-117.1609793,32.71542016
507,5/1/2015 7:00,Gaslamp,17,individual_sleeper,1,no,,-117.1593995,32.71559903
510,5/1/2015 7:00,Gaslamp,17,individual_sleeper,3,no,,-117.16097,32.71305
523,5/1/2015 7:00,Gaslamp,17,individual_sleeper,1,no,,-117.1593368,32.7130072
526,5/1/2015 7:00,Gaslamp,17,individual_sleeper,1,no,,-117.1602346,32.71193864
530,5/1/2015 7:00,Gaslamp,17,individual_sleeper,1,no,,-117.1602261,32.71127055
535,5/1/2015 7:00,Gaslamp,17,individual_sleeper,2,no,,-117.16001,32.7074
541,5/1/2015 7:00,Gaslamp,17,individual_sleeper,10,no,,-117.15925,32.70683
1048,5/1/2016 7:00,Gaslamp,26,individual_sleeper,2,na,,-117.1602459,32.7151443
1050,5/1/2016 7:00,Gaslamp,26,individual_sleeper,4,na,,-117.16005,32.71514619
1051,5/1/2016 7:00,Gaslamp,26,individual_sleeper,1,na,,-117.1602015,32.7078949
1052,5/1/2016 7:00,Gaslamp,26,individual_sleeper,1,na,,-117.1600566,32.71374226
1054,5/1/2016 7:00,Gaslamp,26,individual_sleeper,3,na,,-117.160242,32.71308342
1055,5/1/2016 7:00,Gaslamp,26,individual_sleeper,2,no,,-117.1600639,32.71272942
1058,5/1/2016 7:00,Gaslamp,26,individual_sleeper,2,na,,-117.16112,32.71091
1059,5/1/2016 7:00,Gaslamp,26,individual_sleeper,6,na,,-117.1599932,32.70788451
1061,5/1/2016 7:00,Gaslamp,26,individual_sleeper,4,no,,-117.1593878,32.7135242
1062,5/1/2016 7:00,Gaslamp,26,individual_sleeper,7,na,,-117.1599973,32.71050934
1064,5/1/2016 7:00,Gaslamp,26,individual_sleeper,1,na,,-117.1609171,32.70947627
1066,5/1/2016 7:00,Gaslamp,26,individual_sleeper,1,na,,-117.160902,32.70841611
1067,5/1/2016 7:00,Gaslamp,26,individual_sleeper,2,no,,-117.1600439,32.71216945
1069,5/1/2016 7:00,Gaslamp,26,individual_sleeper,2,no,,-117.1609227,32.71161447
274,5/26/2017 0:00,Gaslamp,42,individual_sleeper,2,no,59,-117.1609607,32.71511
286,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.16053,32.71559354
302,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.15938,32.71515
321,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.1606213,32.7145558
327,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.1604287,32.7145579
338,5/26/2017 0:00,Gaslamp,42,individual_sleeper,2,no,59,-117.15995,32.7145579
356,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.16073,32.71350903
373,5/26/2017 0:00,Gaslamp,42,individual_sleeper,2,no,59,-117.1602546,32.71323887
393,5/26/2017 0:00,Gaslamp,42,individual_sleeper,3,no,59,-117.1602485,32.71265969
407,5/26/2017 0:00,Gaslamp,42,encampments,1,no,59,-117.1600294,32.71308887
422,5/26/2017 0:00,Gaslamp,42,individual_sleeper,4,no,59,-117.159702,32.71265323
428,5/26/2017 0:00,Gaslamp,42,individual_sleeper,4,no,59,-117.159346,32.71295226
437,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.16092,32.71227
447,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.1609227,32.71174872
452,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.1606046,32.71160646
463,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.16047,32.71136903
472,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.16055,32.71052
490,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.15981,32.71052097
491,5/26/2017 0:00,Gaslamp,42,individual_sleeper,2,no,59,-117.1609054,32.70851642
493,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.15995,32.70844
494,5/26/2017 0:00,Gaslamp,42,individual_sleeper,1,no,59,-117.1599861,32.70811323
495,5/26/2017 0:00,Gaslamp,42,individual_sleeper,3,no,59,-117.15955,32.70824257
496,5/26/2017 0:00,Gaslamp,42,individual_sleeper,2,no,59,-117.1592832,32.70714677
497,5/26/2017 0:00,Gaslamp,42,individual_sleeper,5,no,59,-117.159634,32.707019
481,5/26/2017 0:00,Gaslamp,42,individual_sleeper,4,no,59,-117.160008,32.71078
225,5/27/2017 7:00,Gaslamp,44,individual_sleeper,2,no,67,-117.1596888,32.71356062
595,5/3/2018 7:00,Gaslamp,41,individual_sleeper,1,no,60,-117.1609359,32.71120938
81,5/31/2018 7:00,Gaslamp,41,individual_sleeper,2,no,60,-117.1609614,32.71521893
