image_url,x,y,width,height,intersection
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201402-003.png,1491,592,24,31,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201403-003.png,622,604,23,39,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201403-003.png,619,313,26,30,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201403-003.png,1494,314,20,27,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201403-003.png,1498,619,23,31,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201404-003.png,1218,1251,56,73,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201404-003.png,1212,644,56,62,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201404-003.png,3037,627,53,67,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201404-003.png,3045,1257,56,70,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201405-005.png,2786,582,45,43,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201405-005.png,1144,1129,61,82,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201405-005.png,1147,582,47,59,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201405-005.png,2793,1151,45,54,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201406-003.png,1183,1300,52,91,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201406-003.png,1187,689,50,67,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201406-003.png,3020,703,48,62,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201406-003.png,3020,1344,56,67,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201407-003.png,1164,1282,39,70,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201407-003.png,1162,717,50,53,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201407-003.png,2837,736,39,62,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201407-003.png,2833,1313,50,62,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201408-003.png,1299,1332,48,84,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201408-003.png,1304,745,45,64,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201408-003.png,3051,770,48,56,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201408-003.png,3051,1372,50,67,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201409-003.png,1296,1332,45,76,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201409-003.png,1302,750,48,56,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201409-003.png,3047,770,50,62,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201409-003.png,3040,1377,50,62,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201410-003.png,1237,1274,50,76,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201410-003.png,1234,708,45,53,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201410-003.png,2950,705,45,59,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201410-003.png,2957,1300,46,69,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201411-003.png,1232,1274,53,73,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201411-003.png,1240,700,45,62,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201411-003.png,2939,739,45,53,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201411-003.png,2936,1335,48,64,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201412-004.png,828,884,28,52,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201412-004.png,822,475,32,35,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201412-004.png,2036,466,32,35,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201412-004.png,2040,886,34,50,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201704-001.png,379,497,32,26,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201704-001.png,389,1245,34,32,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201704-001.png,1677,490,32,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201704-001.png,1682,1254,34,32,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201705-001.png,404,428,28,30,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201705-001.png,402,1191,39,37,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201705-001.png,1692,436,34,34,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201705-001.png,1686,1213,41,39,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201706-001.png,412,410,35,28,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201706-001.png,419,1176,35,26,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201706-001.png,1704,408,34,30,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201706-001.png,1704,1193,39,35,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201707-001.png,410,418,32,26,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201707-001.png,403,1180,35,28,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201707-001.png,1700,419,30,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201707-001.png,1698,1206,37,26,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201708-001.png,387,452,34,28,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201708-001.png,389,1209,34,30,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201708-001.png,1677,443,32,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201708-001.png,1682,1228,34,28,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201709-003.png,409,430,30,26,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201709-003.png,413,1178,36,32,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201709-003.png,1697,424,34,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201709-003.png,1703,1206,34,30,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201710-003.png,413,415,34,28,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201710-003.png,415,1176,37,34,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201710-003.png,1703,413,36,32,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201710-003.png,1703,1194,34,34,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201711-003.png,409,426,32,28,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201711-003.png,410,1174,39,34,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201711-003.png,1703,426,30,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201711-003.png,1701,1204,34,32,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201712-003.png,376,454,28,28,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201712-003.png,370,1204,39,30,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201712-003.png,1665,456,30,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage_south/201712-003.png,1664,1234,34,32,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201701-000.png,355,1290,31,22,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201701-000.png,356,547,22,22,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201701-000.png,1651,547,21,21,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201701-000.png,1662,1287,20,21,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201702-000.png,317,1304,27,27,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201702-000.png,317,573,23,22,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201702-000.png,1613,580,27,23,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201702-000.png,1628,1309,20,22,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201703-000.png,348,1297,25,20,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201703-000.png,347,552,22,18,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201703-000.png,1636,550,19,19,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201703-000.png,1649,1294,22,19,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201704-000.png,324,1351,30,32,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201704-000.png,312,780,29,27,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201704-000.png,1686,775,29,28,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201704-000.png,1693,1360,25,34,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201705-000.png,329,1325,34,30,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201705-000.png,330,745,30,29,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201705-000.png,1694,745,30,32,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201705-000.png,1691,1333,32,29,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201706-000.png,339,1323,38,28,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201706-000.png,342,733,35,28,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201706-000.png,1707,728,33,27,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201706-000.png,1709,1323,32,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201707-000.png,337,1322,30,29,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201707-000.png,338,732,29,29,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201707-000.png,1701,732,29,30,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201707-000.png,1693,1331,30,30,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201708-000.png,326,1341,30,29,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201708-000.png,330,755,28,28,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201708-000.png,1693,752,29,29,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201708-000.png,1688,1346,34,32,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201709-002.png,346,1317,32,32,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201709-002.png,348,736,30,29,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201709-002.png,1712,741,29,29,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201709-002.png,1705,1326,28,32,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201710-002.png,346,1324,33,33,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201710-002.png,343,731,29,30,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201710-002.png,1708,727,29,30,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201710-002.png,1709,1326,32,32,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201711-002.png,347,1315,28,30,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201711-002.png,345,731,27,28,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201711-002.png,1709,731,27,29,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201711-002.png,1704,1317,30,32,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201712-002.png,305,1345,28,30,7th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201712-002.png,303,763,29,30,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201712-002.png,1666,766,30,29,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201712-002.png,1669,1353,28,28,16th_Market
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201801-003.png,564,860,26,43,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201801-003.png,568,540,30,32,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201801-003.png,1886,544,24,28,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201801-003.png,1886,877,30,28,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201802-003.png,553,826,30,36,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201802-003.png,553,516,24,24,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201802-003.png,1869,512,32,28,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201802-003.png,1875,839,26,26,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201803-003.png,538,871,30,34,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201803-003.png,531,550,30,30,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201803-003.png,1850,536,26,26,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201803-003.png,1856,862,26,26,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201804-003.png,557,903,24,26,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201804-003.png,555,637,22,22,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201804-003.png,1654,641,24,24,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201804-003.png,1660,920,21,21,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201805-003.png,379,586,18,26,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201805-003.png,380,361,14,18,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201805-003.png,1298,365,18,20,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201805-003.png,1298,594,18,21,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201806-003.png,395,591,18,26,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201806-003.png,397,363,18,21,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201806-003.png,1317,365,16,21,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201806-003.png,1317,596,17,21,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201501-003.png,661,624,76,78,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201501-003.png,658,1372,67,81,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201501-003.png,2516,666,76,78,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201501-003.png,2511,1419,73,81,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201502-005.png,778,675,59,73,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201502-005.png,764,1436,59,81,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201502-005.png,2603,680,84,76,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201502-005.png,2606,1441,81,81,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201503-006.png,318,311,38,40,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201503-006.png,310,701,38,40,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201503-006.png,1259,332,39,42,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201503-006.png,1252,720,38,38,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201504-005.png,700,711,67,87,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201504-005.png,691,1475,70,76,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201504-005.png,2550,745,76,81,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201504-005.png,2536,1497,78,84,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201505-005.png,677,728,76,81,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201505-005.png,669,1478,73,76,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201505-005.png,2533,733,76,78,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201505-005.png,2522,1486,76,78,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201506-004.png,423,449,45,54,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201506-004.png,423,983,48,58,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201506-004.png,1739,455,50,56,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201506-004.png,1739,990,50,52,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201507-004.png,444,474,48,48,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201507-004.png,444,990,50,52,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201507-004.png,1710,472,48,48,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201507-004.png,1708,983,50,52,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201508-005.png,469,447,45,54,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201508-005.png,467,957,47,56,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201508-005.png,1725,454,49,56,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201508-005.png,1729,961,47,56,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201509-006.png,408,401,47,58,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201509-006.png,408,939,49,60,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201509-006.png,1725,408,52,56,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201509-006.png,1725,947,58,60,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201510-005.png,452,447,43,49,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201510-005.png,450,964,45,52,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201510-005.png,1720,443,54,60,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201510-005.png,1720,963,58,58,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201511-005.png,426,439,49,54,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201511-005.png,428,953,47,50,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201511-005.png,1699,436,54,50,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201511-005.png,1703,950,50,49,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201512-004.png,447,444,43,52,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201512-004.png,444,958,43,48,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201512-004.png,1717,455,50,50,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201512-004.png,1713,971,52,54,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201401-006.png,700,669,76,84,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201401-006.png,694,1467,76,84,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201401-006.png,2681,666,84,90,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201401-006.png,2681,1472,81,84,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201402-004.png,340,299,34,39,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201402-004.png,338,686,35,40,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201402-004.png,1286,301,39,40,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201402-004.png,1285,686,42,42,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201403-006.png,353,273,35,42,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201403-006.png,345,658,38,44,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201403-006.png,1306,289,36,40,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201403-006.png,1298,677,38,42,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201404-005.png,652,661,73,87,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201404-005.png,655,1464,70,81,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201404-005.png,2628,652,84,78,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201404-005.png,2637,1444,92,87,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201405-006.png,350,315,35,42,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201405-006.png,349,705,32,42,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201405-006.png,1301,319,35,42,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201405-006.png,1298,703,42,46,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201406-005.png,633,621,73,84,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201406-005.png,624,1430,70,90,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201406-005.png,2620,641,73,84,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201406-005.png,2614,1450,70,81,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201407-005.png,661,700,62,70,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201407-005.png,663,1433,73,76,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201407-005.png,2477,680,64,76,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201407-005.png,2483,1419,67,76,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201408-005.png,781,697,64,73,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201408-005.png,778,1467,67,76,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201408-005.png,2676,705,78,78,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201408-005.png,2676,1483,73,76,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201409-005.png,784,694,64,73,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201409-005.png,767,1461,78,76,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201409-005.png,2676,711,76,78,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201409-005.png,2676,1475,70,78,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201410-005.png,689,661,67,78,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201410-005.png,683,1411,70,78,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201410-005.png,2555,669,67,76,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201410-005.png,2555,1422,73,70,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201411-005.png,761,605,62,84,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201411-005.png,747,1360,64,76,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201411-005.png,2611,663,67,81,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201411-005.png,2600,1422,70,78,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201412-003.png,410,425,43,52,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201412-003.png,414,964,47,54,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201412-003.png,1732,414,48,54,9th_Cedar
