image_url,x,y,width,height,intersection
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201412-003.png,1732,955,52,54,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201601-000.png,405,1255,24,17,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201601-000.png,405,629,25,20,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201601-000.png,1555,629,21,20,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201601-000.png,1568,1272,22,20,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201602-000.png,254,926,21,16,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201602-000.png,254,396,20,16,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201602-000.png,1187,398,16,16,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201602-000.png,1196,931,16,16,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201603-000.png,370,1245,23,19,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201603-000.png,372,558,23,19,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201603-000.png,1619,562,23,23,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201603-000.png,1634,1277,20,20,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201604-000.png,276,924,16,14,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201604-000.png,279,417,16,14,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201604-000.png,1177,422,16,17,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201604-000.png,1181,935,16,16,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201605-000.png,386,1269,24,23,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201605-000.png,391,565,22,22,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201605-000.png,1638,581,20,19,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201605-000.png,1645,1289,22,20,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201606-000.png,359,1278,24,23,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201606-000.png,362,534,20,22,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201606-000.png,1654,542,24,24,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201606-000.png,1662,1285,24,22,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201607-000.png,360,1295,25,20,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201607-000.png,360,553,22,20,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201607-000.png,1653,551,27,22,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201607-000.png,1670,1290,23,23,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201608-000.png,344,1311,23,24,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201608-000.png,349,566,19,19,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201608-000.png,1639,573,19,22,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201608-000.png,1648,1318,20,22,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201609-000.png,332,1266,25,27,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201609-000.png,341,528,20,23,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201609-000.png,1635,546,23,24,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201609-000.png,1642,1288,22,23,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201610-000.png,346,1304,25,25,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201610-000.png,344,565,20,20,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201610-000.png,1637,562,23,20,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201610-000.png,1649,1306,23,22,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201611-000.png,367,1292,20,22,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201611-000.png,362,549,23,22,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201611-000.png,1652,544,22,23,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201611-000.png,1667,1289,22,23,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201612-000.png,363,1295,22,24,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201612-000.png,359,553,22,23,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201612-000.png,1649,547,23,22,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201612-000.png,1663,1289,23,23,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201501-006.png,1277,1240,50,70,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201501-006.png,1293,669,39,48,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201501-006.png,2992,722,39,53,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201501-006.png,2987,1321,48,59,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201502-003.png,1318,1276,42,76,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201502-003.png,1318,708,48,56,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201502-003.png,3009,728,48,45,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201502-003.png,3017,1321,39,53,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201503-005.png,593,631,23,38,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201503-005.png,596,338,21,27,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201503-005.png,1466,345,19,24,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201503-005.png,1465,648,21,30,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201504-003.png,1254,1344,45,76,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201504-003.png,1262,775,45,62,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201504-003.png,2967,820,36,53,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201504-003.png,2956,1405,42,64,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201505-003.png,1237,1349,45,81,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201505-003.png,1240,781,48,50,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201505-003.png,2939,798,45,53,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201505-003.png,2928,1385,50,78,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201506-006.png,817,895,32,52,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201506-006.png,817,488,35,37,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201506-006.png,2025,496,34,35,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201506-006.png,2027,919,35,45,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201507-003.png,824,899,34,56,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201507-003.png,824,507,30,39,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201507-003.png,1984,515,35,43,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201507-003.png,1984,921,32,41,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201508-003.png,807,846,33,57,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201508-003.png,813,458,31,46,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201508-003.png,1958,475,34,38,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201508-003.png,1954,876,33,50,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201509-003.png,786,853,29,56,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201509-003.png,788,443,29,43,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201509-003.png,1995,457,27,38,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201509-003.png,1998,878,36,49,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201510-003.png,813,884,28,47,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201510-003.png,811,486,39,41,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201510-003.png,1981,490,32,32,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201510-003.png,1983,895,36,39,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201511-003.png,778,862,36,52,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201511-003.png,778,477,30,32,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201511-003.png,1948,473,34,34,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201511-003.png,1950,873,36,47,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201512-002.png,804,878,32,56,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201512-002.png,802,485,30,39,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201512-002.png,1969,488,34,43,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201512-002.png,1974,899,35,43,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201801-006.png,736,624,26,32,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201801-006.png,733,1006,34,28,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201801-006.png,1785,628,36,41,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201801-006.png,1787,1009,30,37,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201802-006.png,718,585,30,34,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201802-006.png,714,959,34,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201802-006.png,1770,585,32,34,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201802-006.png,1772,959,34,28,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201803-006.png,701,637,26,26,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201803-006.png,707,1019,30,30,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201803-006.png,1753,632,28,30,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201803-006.png,1755,1006,32,32,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201804-006.png,716,622,37,34,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201804-006.png,718,998,37,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201804-006.png,1772,613,32,36,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201804-006.png,1776,993,30,34,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201805-006.png,494,415,17,23,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201805-006.png,492,686,23,22,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201805-006.png,1231,421,21,23,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201805-006.png,1225,693,22,21,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201806-006.png,513,412,21,22,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201806-006.png,508,678,26,21,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201806-006.png,1251,404,20,23,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201806-006.png,1246,676,25,25,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201601-001.png,421,987,17,22,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201601-001.png,419,764,19,21,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201601-001.png,1710,755,19,19,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201601-001.png,1712,979,22,21,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201602-001.png,258,728,17,20,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201602-001.png,259,541,15,19,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201602-001.png,1307,544,19,19,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201602-001.png,1307,732,16,21,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201603-001.png,372,994,26,24,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201603-001.png,376,740,22,28,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201603-001.png,1781,753,22,24,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201603-001.png,1781,1004,26,22,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201604-001.png,287,717,19,21,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201604-001.png,289,540,15,15,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201604-001.png,1297,537,19,17,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201604-001.png,1295,713,20,20,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201605-001.png,381,1026,22,24,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201605-001.png,385,783,21,21,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201605-001.png,1785,785,26,21,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201605-001.png,1787,1036,24,22,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201606-001.png,374,1000,24,21,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201606-001.png,374,736,22,26,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201606-001.png,1830,731,24,24,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201606-001.png,1832,993,24,28,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201607-001.png,364,1015,21,24,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201607-001.png,364,753,17,24,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201607-001.png,1826,753,22,21,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201607-001.png,1822,1019,24,21,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201608-001.png,342,1028,28,28,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201608-001.png,348,776,19,22,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201608-001.png,1802,785,26,21,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201608-001.png,1798,1039,26,30,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201609-001.png,350,1009,24,30,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201609-001.png,351,751,22,24,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201609-001.png,1813,759,19,24,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201609-001.png,1811,1021,24,24,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201610-001.png,348,1030,22,30,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201610-001.png,348,768,22,24,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201610-001.png,1804,766,21,28,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201610-001.png,1802,1028,30,28,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201611-001.png,364,1017,24,30,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201611-001.png,366,753,26,26,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201611-001.png,1821,746,22,28,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201611-001.png,1822,1009,24,24,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201612-001.png,363,1009,22,30,Front_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201612-001.png,361,750,26,26,Front_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201612-001.png,1821,746,22,26,11th_B
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/core/201612-001.png,1821,1009,24,30,11th_Broadway
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201701-004.png,680,680,22,32,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201701-004.png,684,1015,22,41,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201701-004.png,1692,684,24,30,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201701-004.png,1692,1019,24,36,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201702-004.png,656,716,30,39,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201702-004.png,660,1050,24,41,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201702-004.png,1665,725,26,32,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201702-004.png,1667,1054,28,37,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201703-004.png,664,686,26,37,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201703-004.png,667,1025,28,35,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201703-004.png,1674,693,24,30,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201703-004.png,1676,1031,24,35,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201704-005.png,682,611,30,36,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201704-005.png,682,989,34,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201704-005.png,1736,609,34,37,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201704-005.png,1736,989,37,36,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201705-005.png,697,585,41,36,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201705-005.png,699,964,36,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201705-005.png,1755,589,36,39,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201705-005.png,1751,976,36,36,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201706-005.png,718,578,28,35,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201706-005.png,720,962,26,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201706-005.png,1769,576,35,35,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201706-005.png,1773,964,32,32,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201707-005.png,712,585,32,30,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201707-005.png,707,969,35,32,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201707-005.png,1764,595,34,35,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201707-005.png,1760,975,35,34,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201708-005.png,699,602,32,37,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201708-005.png,703,985,32,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201708-005.png,1755,598,30,36,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201708-005.png,1751,981,36,36,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201709-007.png,714,589,32,30,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201709-007.png,712,961,34,32,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201709-007.png,1770,589,30,34,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201709-007.png,1766,964,34,34,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201710-007.png,718,579,32,32,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201710-007.png,718,961,34,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201710-007.png,1766,576,37,36,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201710-007.png,1772,959,30,32,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201711-007.png,716,583,30,32,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201711-007.png,714,961,32,34,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201711-007.png,1766,581,32,34,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201711-007.png,1768,959,32,36,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201712-007.png,677,609,30,36,1st_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201712-007.png,677,991,34,36,1st_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201712-007.png,1731,615,30,34,9th_Cedar
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/cortez/201712-007.png,1729,993,32,36,9th_Ash
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201501-002.png,191,2898,51,46,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201501-002.png,251,1071,51,51,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201501-002.png,2001,1110,51,48,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201501-002.png,1938,2930,51,51,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201502-002.png,278,2821,48,43,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201502-002.png,292,1011,46,39,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201502-002.png,2044,1018,48,39,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201502-002.png,2027,2840,46,39,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201503-002.png,118,1414,24,21,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201503-002.png,137,492,28,19,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201503-002.png,1036,507,25,19,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201503-002.png,1021,1429,29,25,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201504-002.png,236,2877,51,43,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201504-002.png,270,1074,43,41,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201504-002.png,2025,1103,48,43,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201504-002.png,2001,2903,48,46,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201505-002.png,249,2865,51,51,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201505-002.png,268,1059,46,43,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201505-002.png,2025,1081,46,43,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201505-002.png,2015,2884,51,43,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201506-005.png,133,1976,40,35,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201506-005.png,140,690,34,37,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201506-005.png,1391,703,34,32,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201506-005.png,1389,1981,39,32,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201507-002.png,164,1942,31,34,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201507-002.png,161,706,34,32,7th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201507-002.png,1358,709,32,31,16th_E
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201507-002.png,1360,1936,32,35,16th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201508-002.png,214,1965,35,32,7th_Imperial
http://ds.civicknowledge.org/downtownsandiego.org/homeless-count/east_villiage/201508-002.png,219,731,31,29,7th_E
