,neighborhood,date,type,x,y
6246,east_village,2016-03-01,Individual,6283693.431282805,1840019.8683029236
6247,east_village,2016-03-01,Individual,6283692.477312959,1840018.4347310644
6248,east_village,2016-03-01,Individual,6284227.563571015,1840031.2710158692
6249,east_village,2016-03-01,Individual,6285098.726501777,1839995.5661454604
6250,east_village,2016-03-01,Individual,6283956.993252785,1839623.9055852809
6251,east_village,2016-03-01,Individual,6284118.657006746,1839673.0560376495
6252,east_village,2016-03-01,Individual,6284119.007230759,1839676.3646823578
6253,east_village,2016-03-01,Individual,6284113.809181961,1839668.1824057773
6254,east_village,2016-03-01,Individual,6284112.908309852,1839673.9147115161
6255,east_village,2016-03-01,Individual,6284497.963226508,1839609.5706593683
6256,east_village,2016-03-01,Individual,6284641.560438532,1839776.7987480315
6257,east_village,2016-03-01,Individual,6284648.211730586,1839782.7003501046
6258,east_village,2016-03-01,Individual,6284643.675490697,1839780.002407226
6259,east_village,2016-03-01,Individual,6284649.0161116095,1839781.8144108881
6260,east_village,2016-03-01,Individual,6284646.862460241,1839773.5816818317
6261,east_village,2016-03-01,Individual,6284650.10439046,1839778.4367949518
6262,east_village,2016-03-01,Individual,6284652.376348434,1839777.7075117603
6263,east_village,2016-03-01,Individual,6284650.739437231,1839778.0048088848
6264,east_village,2016-03-01,Individual,6284613.613968543,1839625.6170398812
6265,east_village,2016-03-01,Individual,6284610.251744374,1839629.813750446
6266,east_village,2016-03-01,Individual,6284774.150766736,1839761.6562937957
6267,east_village,2016-03-01,Individual,6284772.704003716,1839751.8159843169
6268,east_village,2016-03-01,Individual,6284772.583491964,1839757.460387423
6269,east_village,2016-03-01,Individual,6284774.567165648,1839754.601318119
6270,east_village,2016-03-01,Individual,6284771.211757482,1839753.4176466668
6271,east_village,2016-03-01,Individual,6284775.789772733,1839760.752725135
6272,east_village,2016-03-01,Individual,6284766.9386105845,1839623.8857088522
6273,east_village,2016-03-01,Individual,6284906.950095296,1839694.0181667248
6274,east_village,2016-03-01,Individual,6284898.872056206,1839696.324391041
6275,east_village,2016-03-01,Individual,6284901.590943313,1839707.7369875873
6276,east_village,2016-03-01,Individual,6284898.9102679305,1839699.1326327154
6277,east_village,2016-03-01,Individual,6284907.22391963,1839701.568616976
6278,east_village,2016-03-01,Individual,6284905.58330527,1839702.431505627
6279,east_village,2016-03-01,Individual,6284906.2051478345,1839705.614770728
6280,east_village,2016-03-01,Individual,6284895.72893811,1839700.3775325248
6281,east_village,2016-03-01,Individual,6284904.746054667,1839701.2726862351
6282,east_village,2016-03-01,Individual,6284906.069454745,1839703.0934646276
6283,east_village,2016-03-01,Individual,6284906.11318069,1839701.773074833
6284,east_village,2016-03-01,Individual,6284905.1612925,1839705.149054294
6285,east_village,2016-03-01,Individual,6284902.333589243,1839700.2196740955
6286,east_village,2016-03-01,Individual,6284905.764105757,1839702.9478328484
6287,east_village,2016-03-01,Individual,6284907.852951528,1839699.3993359832
6288,east_village,2016-03-01,Individual,6284902.638687078,1839698.3572072003
6289,east_village,2016-03-01,Individual,6284901.952464415,1839699.0249276229
6290,east_village,2016-03-01,Individual,6284908.678333585,1839697.5938380184
6291,east_village,2016-03-01,Individual,6284907.750589121,1839701.5900895882
6292,east_village,2016-03-01,Individual,6284899.330082853,1839700.1910121392
6293,east_village,2016-03-01,Individual,6284906.026202165,1839698.144501343
6294,east_village,2016-03-01,Individual,6284908.3633751,1839700.262376533
6295,east_village,2016-03-01,Individual,6284903.939201869,1839700.727153749
6296,east_village,2016-03-01,Individual,6284903.764225535,1839700.6164973062
6297,east_village,2016-03-01,Individual,6284905.204001533,1839701.332067686
6298,east_village,2016-03-01,Individual,6284902.774014324,1839698.7029785223
6299,east_village,2016-03-01,Individual,6284897.998439915,1839698.5324103006
6300,east_village,2016-03-01,Individual,6284906.990435784,1839701.2513146864
6301,east_village,2016-03-01,Individual,6284903.543170662,1839706.2512661363
6302,east_village,2016-03-01,Individual,6284905.392049707,1839703.5290007172
6303,east_village,2016-03-01,Individual,6284908.057999519,1839698.7051077858
6304,east_village,2016-03-01,Individual,6284903.310435489,1839704.6551491534
6305,east_village,2016-03-01,Individual,6284907.641904908,1839703.310739064
6306,east_village,2016-03-01,Individual,6284901.461039762,1839702.5887275073
6307,east_village,2016-03-01,Individual,6284902.2052771505,1839702.323414318
6308,east_village,2016-03-01,Individual,6284903.120264009,1839699.5063400913
6309,east_village,2016-03-01,Individual,6284906.430707872,1839701.9831524775
6310,east_village,2016-03-01,Individual,6284902.970519612,1839700.9902133672
6311,east_village,2016-03-01,Individual,6284905.308738212,1839703.4170145486
6312,east_village,2016-03-01,Individual,6284902.318208538,1839699.8232809443
6313,east_village,2016-03-01,Individual,6284904.687758833,1839700.6809903325
6314,east_village,2016-03-01,Individual,6285048.321701553,1839758.8971695395
6315,east_village,2016-03-01,Individual,6285047.229097375,1839764.8037547045
6316,east_village,2016-03-01,Individual,6285050.839402227,1839764.2976730757
6317,east_village,2016-03-01,Individual,6285054.094138911,1839764.5459273108
6318,east_village,2016-03-01,Individual,6285049.171149914,1839762.2939003808
6319,east_village,2016-03-01,Individual,6285045.835065722,1839760.373255122
6320,east_village,2016-03-01,Individual,6285046.065493653,1839763.7215813864
6321,east_village,2016-03-01,Individual,6285049.249130989,1839759.299121824
6322,east_village,2016-03-01,Individual,6285047.648760204,1839759.1735093696
6323,east_village,2016-03-01,Individual,6285049.579477838,1839761.0464153003
6324,east_village,2016-03-01,Individual,6285045.919469044,1839765.7422761715
6325,east_village,2016-03-01,Individual,6285052.776350471,1839760.2202499236
6326,east_village,2016-03-01,Individual,6285051.504339936,1839759.6280407943
6327,east_village,2016-03-01,Individual,6285052.381255684,1839766.4459986817
6328,east_village,2016-03-01,Individual,6285051.3005277645,1839757.1895901037
6329,east_village,2016-03-01,Individual,6285051.615825706,1839762.1243746248
6330,east_village,2016-03-01,Individual,6285050.694605695,1839757.9993416735
6331,east_village,2016-03-01,Individual,6285053.912986009,1839758.1514236054
6332,east_village,2016-03-01,Individual,6285047.766201906,1839761.1245579412
6333,east_village,2016-03-01,Individual,6285137.335762483,1839800.1163351035
6334,east_village,2016-03-01,Individual,6285182.05524968,1839695.5138958674
6335,east_village,2016-03-01,Individual,6285175.710074546,1839695.303703618
6336,east_village,2016-03-01,Individual,6285095.843628955,1839626.9209550375
6337,east_village,2016-03-01,Individual,6285091.786176112,1839626.0455515315
6338,east_village,2016-03-01,Individual,6285097.559001362,1839624.0014264393
6339,east_village,2016-03-01,Individual,6282130.783731896,1839333.3248330483
6340,east_village,2016-03-01,Individual,6282200.548120447,1839242.7768301948
6341,east_village,2016-03-01,Individual,6282200.412043628,1839231.925989187
6342,east_village,2016-03-01,Individual,6282344.5754439365,1839255.4661226338
6343,east_village,2016-03-01,Individual,6282350.903994698,1839256.1015451006
6344,east_village,2016-03-01,Individual,6282435.170012505,1839205.301038418
6345,east_village,2016-03-01,Individual,6282433.8240462,1839207.1319503046
6346,east_village,2016-03-01,Individual,6282432.585112647,1839204.8276081202
6347,east_village,2016-03-01,Individual,6282599.124419649,1839363.872606755
6348,east_village,2016-03-01,Individual,6282605.640702169,1839233.7628049254
6349,east_village,2016-03-01,Individual,6282604.069427683,1839234.4208816336
6350,east_village,2016-03-01,Individual,6282604.068773647,1839238.6565113429
6351,east_village,2016-03-01,Individual,6282608.722463293,1839226.5410228602
6352,east_village,2016-03-01,Individual,6282217.151633102,1838870.6776304643
6353,east_village,2016-03-01,Individual,6282092.500805706,1838786.5240036857
6354,east_village,2016-03-01,Individual,6283139.51901012,1838351.3330788491
6355,east_village,2016-03-01,Individual,6283222.093836129,1838553.728626159
6356,east_village,2016-03-01,Individual,6283288.091163854,1839272.0842887203
6357,east_village,2016-03-01,Individual,6283415.788728114,1839266.2560713487
6358,east_village,2016-03-01,Individual,6283749.299166956,1839233.4879973792
6359,east_village,2016-03-01,Individual,6283756.201288096,1839228.674737303
6360,east_village,2016-03-01,Individual,6283753.881250269,1839231.3911048705
6361,east_village,2016-03-01,Individual,6283751.225743604,1839228.6287576861
6362,east_village,2016-03-01,Individual,6283757.8304616,1839228.6022294993
6363,east_village,2016-03-01,Individual,6283749.466045996,1839236.8338292337
6364,east_village,2016-03-01,Individual,6283752.267475159,1839221.9868864415
6365,east_village,2016-03-01,Individual,6283754.359850704,1839232.3117146462
6366,east_village,2016-03-01,Individual,6283749.537109127,1839231.1665777685
6367,east_village,2016-03-01,Individual,6283751.264832159,1839234.3807822634
6368,east_village,2016-03-01,Individual,6283756.624222382,1839226.070445401
6369,east_village,2016-03-01,Individual,6283747.951103054,1839232.2248881315
6370,east_village,2016-03-01,Individual,6283753.105320452,1839229.3323014942
6371,east_village,2016-03-01,Individual,6283749.720044021,1839234.4062692865
6372,east_village,2016-03-01,Individual,6283756.156000126,1839233.8056344683
6373,east_village,2016-03-01,Individual,6283754.72418096,1839228.5214555128
6374,east_village,2016-03-01,Individual,6283979.096278949,1839228.4218905764
6375,east_village,2016-03-01,Individual,6284085.177545425,1839240.086688363
6376,east_village,2016-03-01,Individual,6284085.637456177,1839243.394892788
6377,east_village,2016-03-01,Individual,6284081.0513655385,1839236.333851706
6378,east_village,2016-03-01,Individual,6284090.025766194,1839235.3237334213
6379,east_village,2016-03-01,Individual,6284086.613901775,1839010.4154895812
6380,east_village,2016-03-01,Individual,6284083.805770854,1839011.0049978609
6381,east_village,2016-03-01,Individual,6284088.990075252,1839008.61060058
6382,east_village,2016-03-01,Individual,6284088.992509713,1839011.9179951607
6383,east_village,2016-03-01,Individual,6284085.884864996,1839011.8458523715
6384,east_village,2016-03-01,Individual,6284087.286496499,1839006.1958868143
6385,east_village,2016-03-01,Individual,6284084.5803625975,1839006.9537097833
6386,east_village,2016-03-01,Individual,6284083.812953995,1839010.1909272321
6387,east_village,2016-03-01,Individual,6284084.169673802,1839008.8228551578
6388,east_village,2016-03-01,Individual,6284084.909269266,1839009.9208435824
6389,east_village,2016-03-01,Individual,6284082.2923659915,1839005.1110259276
6390,east_village,2016-03-01,Individual,6284088.013215209,1839005.8599639647
6391,east_village,2016-03-01,Individual,6284084.579029705,1839011.4859863915
6392,east_village,2016-03-01,Individual,6284081.317164744,1839008.2398000313
6393,east_village,2016-03-01,Individual,6284084.272912776,1839005.9228286718
6394,east_village,2016-03-01,Individual,6284083.852301792,1839004.9155353166
6395,east_village,2016-03-01,Individual,6284090.236035157,1839007.0457247621
6396,east_village,2016-03-01,Individual,6283983.875873256,1838864.7712095892
6397,east_village,2016-03-01,Individual,6283984.769472904,1838855.8117967744
6398,east_village,2016-03-01,Individual,6283996.37214484,1838856.8842799983
6399,east_village,2016-03-01,Individual,6283987.475743298,1838854.2065770917
6400,east_village,2016-03-01,Individual,6283991.447865778,1838858.9988527712
6401,east_village,2016-03-01,Individual,6283992.66284844,1838860.1183061884
6402,east_village,2016-03-01,Individual,6283983.036971206,1838856.855816639
6403,east_village,2016-03-01,Individual,6283983.375895124,1838864.0369046524
6404,east_village,2016-03-01,Individual,6283990.25376587,1838858.2563167247
6405,east_village,2016-03-01,Individual,6283984.36746474,1838858.6487789412
6406,east_village,2016-03-01,Individual,6283983.820821564,1838858.629809099
6407,east_village,2016-03-01,Individual,6283986.594238841,1838853.3843690848
6408,east_village,2016-03-01,Individual,6283991.215587489,1838857.5473622682
6409,east_village,2016-03-01,Individual,6283985.411062273,1838852.2664749664
6410,east_village,2016-03-01,Individual,6283990.078214283,1838859.3520125765
6411,east_village,2016-03-01,Individual,6283990.73448431,1838861.790210294
6412,east_village,2016-03-01,Individual,6283987.429116845,1838854.4631856182
6413,east_village,2016-03-01,Individual,6283989.784974951,1838852.5702369055
6414,east_village,2016-03-01,Individual,6283991.30507505,1838857.4686430902
6415,east_village,2016-03-01,Individual,6283986.185587589,1838861.3123130351
6416,east_village,2016-03-01,Individual,6283984.396825013,1838860.459209508
6417,east_village,2016-03-01,Individual,6283982.518983836,1838855.8776416166
6418,east_village,2016-03-01,Individual,6283985.210528405,1838856.8111807508
6419,east_village,2016-03-01,Individual,6283988.682221194,1838859.0486650118
6420,east_village,2016-03-01,Individual,6283981.875018689,1838860.3993112633
6421,east_village,2016-03-01,Individual,6283993.544923745,1838859.1508653206
6422,east_village,2016-03-01,Individual,6283989.163905397,1838854.645701369
6423,east_village,2016-03-01,Individual,6283990.192948702,1838857.1189791928
6424,east_village,2016-03-01,Individual,6283990.704182069,1838857.7716827262
6425,east_village,2016-03-01,Individual,6283990.241301273,1838861.0025026745
6426,east_village,2016-03-01,Individual,6283989.549187984,1838856.9399391932
6427,east_village,2016-03-01,Individual,6283982.428078787,1838856.26481643
6428,east_village,2016-03-01,Individual,6283992.4126129495,1838857.21614878
6429,east_village,2016-03-01,Individual,6283988.180158349,1838858.9109169482
6430,east_village,2016-03-01,Individual,6283990.6433541905,1838854.7990582152
6431,east_village,2016-03-01,Individual,6283989.154445412,1838855.2448031162
6432,east_village,2016-03-01,Individual,6283991.449134511,1838858.2701033328
6433,east_village,2016-03-01,Individual,6283989.672306222,1838853.7250946807
6434,east_village,2016-03-01,Individual,6283987.67851705,1838861.5644380134
6435,east_village,2016-03-01,Individual,6283986.701346317,1838856.3967279382
6436,east_village,2016-03-01,Individual,6283991.825670667,1838854.3976806037
6437,east_village,2016-03-01,Individual,6283986.190898985,1838857.5059035923
6438,east_village,2016-03-01,Individual,6283991.172942999,1838856.3361027527
6439,east_village,2016-03-01,Individual,6283983.364526876,1838856.72415268
6440,east_village,2016-03-01,Individual,6284092.217059146,1838841.6508013
6441,east_village,2016-03-01,Individual,6284094.37864653,1838840.615640395
6442,east_village,2016-03-01,Individual,6284095.590000627,1838848.2925226206
6443,east_village,2016-03-01,Individual,6284093.022407631,1838843.2573714517
6444,east_village,2016-03-01,Individual,6284093.056478672,1838841.36752193
6445,east_village,2016-03-01,Individual,6284086.626877858,1838842.734746036
6446,east_village,2016-03-01,Individual,6284092.036147975,1838841.5702298882
6447,east_village,2016-03-01,Individual,6284095.038033512,1838845.4449416988
6448,east_village,2016-03-01,Individual,6284102.36061797,1838835.9894912548
6449,east_village,2016-03-01,Individual,6284092.358695044,1838843.918566
6450,east_village,2016-03-01,Individual,6284091.666626577,1838844.3620822588
6451,east_village,2016-03-01,Individual,6284093.602408833,1838833.740728467
6452,east_village,2016-03-01,Individual,6284088.1672404725,1838840.2087007312
6453,east_village,2016-03-01,Individual,6284093.889439427,1838839.79158931
6454,east_village,2016-03-01,Individual,6284091.704248426,1838840.9478209384
6455,east_village,2016-03-01,Individual,6284229.6817195695,1838881.7784128159
6456,east_village,2016-03-01,Individual,6284240.424677287,1838881.8226236987
6457,east_village,2016-03-01,Individual,6284233.938572098,1838887.8500638877
6458,east_village,2016-03-01,Individual,6284234.037576514,1838883.8735678392
6459,east_village,2016-03-01,Individual,6284235.042654467,1838889.1800092617
6460,east_village,2016-03-01,Individual,6284239.699308952,1838886.289801502
6461,east_village,2016-03-01,Individual,6284233.908688427,1838885.472143589
6462,east_village,2016-03-01,Individual,6283822.05311559,1838533.8081698273
6463,east_village,2016-03-01,Individual,6283824.7415965535,1838532.8873169944
6464,east_village,2016-03-01,Individual,6283820.539128469,1838531.3219651452
6465,east_village,2016-03-01,Individual,6283817.344155328,1838534.206052547
6466,east_village,2016-03-01,Individual,6283828.557337349,1838532.2963988436
6467,east_village,2016-03-01,Individual,6283826.627067611,1838527.9401671016
6468,east_village,2016-03-01,Individual,6283815.723297516,1838530.4803498434
6469,east_village,2016-03-01,Individual,6283815.414741335,1838531.8821044315
6470,east_village,2016-03-01,Individual,6283822.63702757,1838527.842991049
6471,east_village,2016-03-01,Individual,6283819.4057735875,1838529.579616616
6472,east_village,2016-03-01,Individual,6283819.448707799,1838528.4197132026
6473,east_village,2016-03-01,Individual,6283823.957363539,1838531.9668874305
6474,east_village,2016-03-01,Individual,6283822.577037548,1838531.2618464392
6475,east_village,2016-03-01,Individual,6283822.52306612,1838530.6961487904
6476,east_village,2016-03-01,Individual,6283820.783075608,1838530.0775249577
6477,east_village,2016-03-01,Individual,6283817.484634755,1838535.2096053094
6478,east_village,2016-03-01,Individual,6283821.911819176,1838530.2645595893
6479,east_village,2016-03-01,Individual,6283822.873299376,1838531.6793508923
6480,east_village,2016-03-01,Individual,6283823.57556691,1838531.4271924007
6481,east_village,2016-03-01,Individual,6283819.8259705715,1838530.501932274
6482,east_village,2016-03-01,Individual,6283723.913035443,1838302.0685372418
6483,east_village,2016-03-01,Individual,6283735.960355628,1838301.405467679
6484,east_village,2016-03-01,Individual,6283726.035621395,1838303.9254983724
6485,east_village,2016-03-01,Individual,6283727.815986151,1838305.9385306924
6486,east_village,2016-03-01,Individual,6283728.064812635,1838301.6657958818
6487,east_village,2016-03-01,Individual,6283730.393220031,1838305.823143183
6488,east_village,2016-03-01,Individual,6283734.754249157,1838129.8682954612
6489,east_village,2016-03-01,Individual,6283734.957120219,1838123.1834263124
6490,east_village,2016-03-01,Individual,6283731.635077988,1838130.474506608
6491,east_village,2016-03-01,Individual,6284142.138174151,1838477.7792996517
6492,east_village,2016-03-01,Individual,6284142.463411761,1838475.970826279
6493,east_village,2016-03-01,Individual,6284144.253593012,1838470.7164230612
6494,east_village,2016-03-01,Individual,6284146.155454281,1838470.7571676462
6495,east_village,2016-03-01,Individual,6283763.013895731,1838031.3488354546
6496,east_village,2016-03-01,Individual,6284128.75587299,1838104.5667136507
6497,east_village,2016-03-01,Individual,6282055.73428991,1837485.7848653304
6498,east_village,2016-03-01,Individual,6282053.410078343,1837488.7160523725
6499,east_village,2016-03-01,Individual,6282515.961868064,1837470.0883853391
6500,east_village,2016-03-01,Individual,6282523.358678411,1837476.6142270465
6501,east_village,2016-03-01,Individual,6284339.348134838,1838446.2491764538
6502,east_village,2016-03-01,Individual,6284339.75615142,1838446.064978804
6503,east_village,2016-03-01,Individual,6284436.263993884,1837828.8351127896
6504,east_village,2016-03-01,Individual,6284293.268638743,1837752.0273686205
6505,east_village,2016-03-01,Individual,6284296.213054835,1837752.911930648
6506,east_village,2016-03-01,Individual,6284302.003557886,1837747.2293861967
6507,east_village,2016-03-01,Individual,6284359.912970713,1837662.1216396121
6508,east_village,2016-03-01,Individual,6284352.289272887,1837671.4062982285
6509,east_village,2016-03-01,Individual,6284353.934288904,1837667.1031100573
6510,east_village,2016-03-01,Individual,6284357.637802166,1837672.6218127268
6511,east_village,2016-03-01,Individual,6284359.138225066,1837662.3870666644
6512,east_village,2016-03-01,Individual,6284360.025832266,1837664.371293129
6513,east_village,2016-03-01,Individual,6284356.515620279,1837660.468637056
6514,east_village,2016-03-01,Individual,6284361.020138148,1837660.9084902462
6515,east_village,2016-03-01,Individual,6284359.779201684,1837666.4322235484
6516,east_village,2016-03-01,Individual,6284353.091396535,1837675.589758635
6517,east_village,2016-03-01,Individual,6284359.101710717,1837664.279963353
6518,east_village,2016-03-01,Individual,6284362.582784999,1837666.2910985558
6519,east_village,2016-03-01,Individual,6284359.482616603,1837659.925536607
6520,east_village,2016-03-01,Individual,6284357.067805885,1837660.0594631375
6521,east_village,2016-03-01,Individual,6284788.770440517,1837692.3562732455
6522,east_village,2016-03-01,Individual,6284786.458873015,1837689.5312151124
6523,east_village,2016-03-01,Individual,6284880.420997592,1837674.4497781142
6524,east_village,2016-03-01,Individual,6284881.3795629,1837670.5132280192
6525,east_village,2016-03-01,Individual,6284930.10768442,1838306.424392882
6526,east_village,2016-03-01,Individual,6284501.740148138,1838859.8063377833
6527,east_village,2016-03-01,Individual,6284502.126928793,1838871.34748159
6528,east_village,2016-03-01,Individual,6284495.81684409,1838863.7390586475
6529,east_village,2016-03-01,Individual,6284505.188302431,1838864.2869079337
6530,east_village,2016-03-01,Individual,6284497.874907546,1838859.6715118354
6531,east_village,2016-03-01,Individual,6284497.354987399,1838864.7029109707
6532,east_village,2016-03-01,Individual,6284501.948698584,1838864.4969450708
6533,east_village,2016-03-01,Individual,6284501.418377528,1838865.0861659863
6534,east_village,2016-03-01,Individual,6284500.7610824425,1838866.3821591511
6535,east_village,2016-03-01,Individual,6284503.430092471,1838866.0076706973
6536,east_village,2016-03-01,Individual,6284505.036417164,1838864.1325672301
6537,east_village,2016-03-01,Individual,6284499.604824711,1838864.723892042
6538,east_village,2016-03-01,Individual,6284501.961839996,1838862.4584826827
6539,east_village,2016-03-01,Individual,6284496.380960408,1838863.098179528
6540,east_village,2016-03-01,Individual,6284497.472388909,1838859.4191987305
6541,east_village,2016-03-01,Individual,6284503.949866883,1838861.9359712696
6542,east_village,2016-03-01,Individual,6284507.557321031,1838866.2078622829
6543,east_village,2016-03-01,Individual,6284501.632300539,1838864.997129946
6544,east_village,2016-03-01,Individual,6284620.352755738,1838847.4770311594
6545,east_village,2016-03-01,Individual,6284840.097319283,1838983.5372852723
6546,east_village,2016-03-01,Individual,6284839.95947169,1838985.3007160737
6547,east_village,2016-03-01,Individual,6284838.1136859665,1838982.4319923967
6548,east_village,2016-03-01,Individual,6284753.7805081345,1838887.2975125897
6549,east_village,2016-03-01,Individual,6285055.945375572,1839329.377116591
6550,east_village,2016-03-01,Individual,6285056.120372807,1839332.0306065714
6551,east_village,2016-03-01,Individual,6285061.942199534,1839332.9951241484
6552,east_village,2016-03-01,Individual,6285063.27879131,1839329.2606657997
6553,east_village,2016-03-01,Individual,6285057.86526836,1839330.1626676028
6554,east_village,2016-03-01,Individual,6285060.793719192,1839324.8105759958
6555,east_village,2016-03-01,Individual,6285063.318539118,1839332.0459420972
6556,east_village,2016-03-01,Individual,6285057.6004577745,1839335.6852208283
6557,east_village,2016-03-01,Individual,6285061.172764154,1839330.2115938563
6558,east_village,2016-03-01,Individual,6285059.205084738,1839327.6377166582
6559,east_village,2016-03-01,Individual,6285059.792194161,1839328.4733872786
6560,east_village,2016-03-01,Individual,6285060.881750452,1839332.4379599018
6561,east_village,2016-03-01,Individual,6285061.972915766,1839333.3425321255
6562,east_village,2016-03-01,Individual,6285055.587906528,1839330.456108724
6563,east_village,2016-03-01,Individual,6285061.603065681,1839330.9450894496
6564,east_village,2016-03-01,Individual,6285059.47781914,1839334.7720772766
6565,east_village,2016-03-01,Individual,6285066.257014605,1839335.5235312253
6566,east_village,2016-03-01,Individual,6285061.54079757,1839325.9126591987
6567,east_village,2016-03-01,Individual,6285062.718483028,1839330.570395711
6568,east_village,2016-03-01,Individual,6285059.919473865,1839328.7879064255
6569,east_village,2016-03-01,Individual,6285131.793506568,1839389.9671566372
6570,east_village,2016-03-01,Individual,6285129.021331213,1839393.8964501536
6571,east_village,2016-03-01,Individual,6285128.722020474,1839397.0916987774
6572,east_village,2016-03-01,Individual,6285195.241717719,1839385.1070530415
6573,east_village,2016-03-01,Individual,6285195.637055854,1839385.1530681946
6574,east_village,2016-03-01,Individual,6285293.856881023,1839313.5368328313
6575,east_village,2016-03-01,Individual,6285298.024389452,1839308.6761557271
6576,east_village,2016-03-01,Individual,6285043.854062795,1838995.2894525728
6577,east_village,2016-03-01,Individual,6285046.321689105,1838995.0055216046
6578,east_village,2016-03-01,Individual,6285186.422550229,1838923.974978746
6579,east_village,2016-03-01,Individual,6285187.187467466,1838919.666586213
6580,east_village,2016-03-01,Individual,6285187.980196403,1838928.1920949752
6581,east_village,2016-03-01,Individual,6285186.675896628,1838919.9588987075
6582,east_village,2016-03-01,Individual,6285110.158250345,1838834.7995702794
6583,east_village,2016-03-01,Individual,6285103.523576223,1838835.961403271
6584,east_village,2016-03-01,Individual,6285105.764136435,1838833.5149888266
6585,east_village,2016-03-01,Individual,6285109.164455202,1838837.0099762888
6586,east_village,2016-03-01,Individual,6285289.067130671,1839027.8623743334
6587,east_village,2016-03-01,Individual,6285286.848151353,1839023.4382703798
6588,east_village,2016-03-01,Individual,6285288.7646278525,1839022.980031633
6589,east_village,2016-03-01,Individual,6285287.487957551,1839021.9756355088
6590,east_village,2016-03-01,Individual,6285285.9349428015,1839026.4458858997
6591,east_village,2016-03-01,Individual,6285292.887543859,1839028.3502480886
6592,east_village,2016-03-01,Individual,6285287.07027088,1839023.8406947104
6593,east_village,2016-03-01,Individual,6285285.342977091,1839026.1277958367
6594,east_village,2016-03-01,Individual,6285304.866065631,1838860.4169125403
6595,east_village,2016-03-01,Individual,6285307.043275143,1838865.6192699722
6596,east_village,2016-03-01,Individual,6285310.488471912,1838864.0182743112
6597,east_village,2016-03-01,Individual,6285305.657455757,1838863.9596953194
6598,east_village,2016-03-01,Individual,6285302.009713338,1838861.2916571728
6599,east_village,2016-03-01,Individual,6285305.588132168,1838858.538420825
6600,east_village,2016-03-01,Individual,6285301.689417796,1838859.4514627936
6601,east_village,2016-03-01,Individual,6285302.358430563,1838864.9018258094
6602,east_village,2016-03-01,Individual,6285309.659396913,1838860.7382723347
6603,east_village,2016-03-01,Individual,6285305.978908834,1838869.3051324035
6604,east_village,2016-03-01,Individual,6285303.55263379,1838860.1680945633
6605,east_village,2016-03-01,Individual,6285306.724631426,1838863.4498909512
6606,east_village,2016-03-01,Individual,6285307.767609606,1838859.5483623878
6607,east_village,2016-03-01,Individual,6285307.23766382,1838866.539825774
6608,east_village,2016-03-01,Individual,6285306.897413291,1838861.3140406255
6609,east_village,2016-03-01,Individual,6285300.216739918,1838863.6127579461
6610,east_village,2016-03-01,Individual,6285311.113286644,1838863.6008130927
6611,east_village,2016-03-01,Individual,6285305.330810045,1838862.6633940153
6612,east_village,2016-03-01,Individual,6285316.711611808,1838866.3582526112
6613,east_village,2016-03-01,Individual,6285304.720759929,1838869.098236699
6614,east_village,2016-03-01,Individual,6285303.779511702,1838863.4910349462
6615,east_village,2016-03-01,Individual,6285304.089938837,1838858.9858194403
6616,east_village,2016-03-01,Individual,6285310.204774187,1838869.1267425532
6617,east_village,2016-03-01,Individual,6285302.016978282,1838863.757262118
6618,east_village,2016-03-01,Individual,6285059.179941592,1838552.5055882658
6619,east_village,2016-03-01,Individual,6285062.52020072,1838549.829093942
6620,east_village,2016-03-01,Individual,6285064.143715803,1838546.698178616
6621,east_village,2016-03-01,Individual,6285058.801440459,1838548.3366861315
6622,east_village,2016-03-01,Individual,6285058.430217122,1838546.282273705
6623,east_village,2016-03-01,Individual,6285060.936912846,1838550.5396025307
6624,east_village,2016-03-01,Individual,6285060.629823769,1838547.281766939
6625,east_village,2016-03-01,Individual,6285060.932841074,1838551.2035636108
6626,east_village,2016-03-01,Individual,6285057.966780277,1838546.967985045
6627,east_village,2016-03-01,Individual,6285071.366631959,1838547.2044322018
6628,east_village,2016-03-01,Individual,6285168.676896613,1838375.2803199894
6629,east_village,2016-03-01,Individual,6285172.41100523,1838372.0601213905
6630,east_village,2016-03-01,Individual,6285170.1846815925,1838370.1022098712
6631,east_village,2016-03-01,Individual,6285168.281262233,1838375.3666044804
6632,east_village,2016-03-01,Individual,6285166.445073018,1838372.022076732
6633,east_village,2016-03-01,Individual,6285160.653470253,1838376.7022188855
6634,east_village,2016-03-01,Individual,6285164.536951209,1838374.459847063
6635,east_village,2016-03-01,Individual,6285170.938714638,1838374.947452692
6636,east_village,2016-03-01,Individual,6285160.815573018,1838371.6639370793
6637,east_village,2016-03-01,Individual,6285165.952659277,1838374.453895188
6638,east_village,2016-03-01,Individual,6285166.396008675,1838373.0845129276
6639,east_village,2016-03-01,Individual,6285161.681385077,1838367.559229103
6640,east_village,2016-03-01,Individual,6285165.728601379,1838375.577629494
6641,east_village,2016-03-01,Individual,6285169.608860918,1838377.3916401197
6642,east_village,2016-03-01,Individual,6285165.923851471,1838374.281759647
6643,east_village,2016-03-01,Individual,6285164.507107904,1838366.5930517514
6644,east_village,2016-03-01,Individual,6285161.414689604,1838374.2484098847
6645,east_village,2016-03-01,Individual,6285161.9100551745,1838368.7120110737
6646,east_village,2016-03-01,Individual,6285165.555834986,1838375.040607969
