url,neighborhood,source,dest,matrix
"https://lh3.googleusercontent.com/d/1KPlw_WZOLSvd3BrbvZDWh97vnN1S2QGP
",east_village_south,"POLYGON ((323 1695.5, 320 1126, 1251 1126, 1253.5 1692, 323 1695.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[2.921168649522808, -0.024253672814552554, 0.0], [-0.007320671090181318, 3.3457989896299623, 0.0], [6281343.281257929, 1834220.6381251886, 0.9999999999999998]]"
"https://lh3.googleusercontent.com/d/1KzbCTsOuisC_2WSdf48NInSdeWSJTfoo
",marina,"POLYGON ((333 1617.5, 335 1476.5, 1171.5 1060, 1174.5 1619.5, 333 1617.5))","POLYGON ((6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278933 1840277.99999986))",
"https://lh3.googleusercontent.com/d/1LQ3v0Giy1hgagdMMaFF-bQNA1oQWOwYs
",golden_hill,"POLYGON ((234 1626, 230.5 1298, 1165.5 1335.5, 1161 1625, 234 1626))","POLYGON ((6285851.602057546 1841024.0836843997, 6285845.135206968 1842159.1903380603, 6289136.307430387 1842152.8734215647, 6289139.730979964 1841108.5644865632, 6285851.602057546 1841024.0836843997))","[[3.533650148299753, -0.027222201157707803, 0.0], [-0.013391095563277843, 3.5248798644180885, 0.0], [6285047.289503203, 1836444.6333829626, 1.0000000000000004]]"
"https://lh3.googleusercontent.com/d/1LXks-Y_hzrSra33i3fUDYAG2KVvwIyDh
",marina,"POLYGON ((347.5 1623, 351.5 1488, 1189 1071, 1185 1628, 347.5 1623))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[2.657703971891786, -0.009505743728891979, 0.0], [0.013838389847931913, 2.7819834502648977, 0.0], [6277980.61841234, 1835752.471825955, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1M0ddeil6TEwN46CW3ahd_B0WUZ74AnEa
",east_village,"POLYGON ((276.5 1450.5, 276.5 1030.5, 1240.5 1026, 1241 1448.5, 276.5 1450.5))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[2.8244892636035566, -9.215393539672126e-05, 0.0], [0.00425459197856389, 2.741843854340395, 0.0], [6281486.750924719, 1837049.2681050787, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1M8Dx8QNjGE_wWTDXZZ6-LVSzEiyWh03N
",columbia,"POLYGON ((843 1737, 841.5 1293, 1277.5 1289, 1277.5 1735, 843 1737))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[1.895369314593145, 0.005810335647784879, 0.0], [0.01724132604933336, 2.5327282349263394, 0.0], [6277327.093950751, 1838158.0935867971, 1.0]]"
"https://lh3.googleusercontent.com/d/1MXuhd5_2noYgiWqsSazBGlmgTCNNn_ac
",city_center,"POLYGON ((422 1612, 423.5 1379, 1351.5 1378, 1352 1611.5, 422 1612))","POLYGON ((6280315 1841426.99999984, 6280318 1842176.99899985, 6283399.60100012 1842164.96199983, 6283395.99999989 1841402.99999985, 6280315 1841426.99999984))","[[3.3168064373392676, -0.016772998985430745, 0.0], [0.021246106176852925, 3.241061916514899, 0.0], [6278882.54815398, 1836962.0793952644, 0.9999999999999998]]"
"https://lh3.googleusercontent.com/d/1MYA2ZkXHtPwFYJ-3Nhiva229GC817O34
",marina,"POLYGON ((326 1588.5, 330.5 1439, 1167 1048.5, 1168.5 1592, 326 1588.5))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[2.6457246456671575, -0.039937209713257184, 0.0], [-0.009627607556143749, 2.829012347022645, 0.0], [6278077.14003495, 1835807.162536979, 1.0000000000000004]]"
"https://lh3.googleusercontent.com/d/1Me5qWwcmotfOBAWrQ9kvDHFm3bhUtKST
",cortez,"POLYGON ((536.5 1566.5, 536.5 1290, 1298.5 1285.5, 1300 1566, 536.5 1566.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[2.9393847852835724, -0.006306441417596557, 0.0], [0.006353144667786235, 2.7203131409134618, 0.0], [6279010.444752748, 1839436.70667268, 1.0000000000000002]]"
"https://lh3.googleusercontent.com/d/1MrJyy8Jp89W_VsackldvyRVI8R8ucVzA
",east_village_south,"POLYGON ((325 1672.5, 328.5 1120.5, 1239 1124, 1234.5 1676.5, 325 1672.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[2.9876715677700383, -0.045416916738732896, 0.0], [0.028691759993045064, 3.43938657306977, 0.0], [6281255.820519884, 1834144.664342442, 0.9999999999999996]]"
"https://lh3.googleusercontent.com/d/1NqBVws73kSdZ7v5yHwSY7H6WlwCMYvHd
",columbia,"POLYGON ((763.5 1646, 763.5 1354.5, 979.5 1355, 977 1646.5, 763.5 1646))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.840980650170678, -0.032644107857323044, 0.0], [0.04764251401378212, 3.866316307769654, 0.0], [6275945.541634037, 1836224.5573174753, 0.9999999999999998]]"
"https://lh3.googleusercontent.com/d/1Oc8m_9JS0UeFqmlIgvHcS2Ugnch4Ttup
",east_village,"POLYGON ((268.5 1458.5, 270.5 1029.5, 1252.5 1031, 1251 1462.5, 268.5 1458.5))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[2.7726678157135467, -0.016678027894639937, 0.0], [0.01708435299798453, 2.6844223053207115, 0.0], [6281504.513116516, 1837115.5732963246, 1.0]]"
"https://lh3.googleusercontent.com/d/1OjJqwjr6q5DOC6Ns69o3wS_mJfr8rbfU
",cortez,"POLYGON ((535.5 1567.5, 535.5 1288, 1294.5 1290.5, 1296 1569, 535.5 1567.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[2.950953603170934, -0.022422167118779642, 0.0], [0.006414175461713579, 2.71547112912338, 0.0], [6279007.105092294, 1839453.6003153403, 0.9999999999999997]]"
"https://lh3.googleusercontent.com/d/1OncVFbC9mFukh5yoU1mEoaIclloG1Rm_
",cortez,"POLYGON ((538.5 1553.5, 539.5 1284, 1281.5 1288.5, 1279 1558, 538.5 1553.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[3.024413621983972, -0.032733519468009294, 0.0], [0.03447029837267887, 2.810956549521781, 0.0], [6278917.433965094, 1839348.2109706232, 0.9999999999999999]]"
"https://lh3.googleusercontent.com/d/1P9RFC6JxgqfO0GwOPYcCBUcDit22bZj2
",east_village_south,"POLYGON ((318.5 1686, 316 1116, 1251.5 1114, 1251 1683, 318.5 1686))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[2.9110090485755187, -0.021533508671615024, 0.0], [0.0017089960701920015, 3.3355271323218614, 0.0], [6281346.203594269, 1834266.695417605, 0.9999999999999998]]"
"https://lh3.googleusercontent.com/d/1PS4qAULh1b81YkQMXeTLR5kPQt62lXIE
",core,"POLYGON ((408.5 1582, 409 1345.5, 1367.5 1343.5, 1367.5 1582.5, 408.5 1582))","POLYGON ((6280315 1841426.99999984, 6280318 1842176.99899985, 6283399.60100012 1842164.96199983, 6283395.99999989 1841402.99999985, 6280315 1841426.99999984))","[[3.213886101788992, -0.016305768835399952, 0.0], [0.01725010895427033, 3.179756036477301, 0.0], [6278977.574277658, 1837154.2963209087, 0.9999999999999997]]"
"https://lh3.googleusercontent.com/d/1QCKvDcN6aLRzMLkHNJi2OoRiB9iQduqH
",cortez,"POLYGON ((536.5 1555.5, 536.5 1278, 1300.5 1279.5, 1301 1557, 536.5 1555.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[2.9335751295151486, -0.020547961016883942, 0.0], [0.01176075449492967, 2.7301446098142605, 0.0], [6279005.972177133, 1839461.7008861247, 1.0000000000000004]]"
"https://lh3.googleusercontent.com/d/1QEdcx3idDjasgxuPV7SM_1WnN2A75IBo
",golden_hill,"POLYGON ((234 1626, 230.5 1298, 1165.5 1335.5, 1161 1625, 234 1626))","POLYGON ((6285851.602057546 1841024.0836843997, 6285845.135206968 1842159.1903380603, 6289136.307430387 1842152.8734215647, 6289139.730979964 1841108.5644865632, 6285851.602057546 1841024.0836843997))","[[3.533650148299753, -0.027222201157707803, 0.0], [-0.013391095563277843, 3.5248798644180885, 0.0], [6285047.289503203, 1836444.6333829626, 1.0000000000000004]]"
