image_url,file_id,source_file,url_year,url_month,url_date,date,url_neighborhood,neighborhood,total_count,temp,rain
" https://lh3.googleusercontent.com/d/1djwCzJ2b-FE1AGoaKom4iTn35d7VgCfU
",zLj67dnGmkUxevSJIF/YKhcHYO7LmnNYInr+EQ==,count/Columbia_2023_count.json,,,,,,columbia,,60.0,1
" https://lh3.googleusercontent.com/d/131RB-CWqippuqZwDXLG-3ZM4ENi5hqXb
",OsnFmfsrEZPsEzWOS/HEL7J8IdpCoIKszzLKIQ==,count/Columbia_2023_count.json,,,,,,columbia,,47.0,1
" https://lh3.googleusercontent.com/d/1VRi89o-UiZ2_rhcuC6uNgapqpi7OfLGs
",hh9Jx9voMgEz3VVd+FZxYAAMByp+kXDHjnqoug==,count/Columbia_2023_count.json,,,,,,columbia,,52.0,1
" https://lh3.googleusercontent.com/d/1tMBcsFsnfpBIjyM6pcJA0OyBoD8-J8-t
",R7EpN4StowhCXdAwJserZXqUgh+ki97iuwzxqQ==,count/Columbia_2023_count.json,,,,,,columbia,,59.0,2
" https://lh3.googleusercontent.com/d/1AcYP_CYqi1XCVwCTn5w02noI5jpJXd-U
",5As5SW35v77TtmNjE25aMng1RHxqHgkn+J/pQQ==,count/Columbia_2023_count.json,,,,,,columbia,,60.0,2
" https://lh3.googleusercontent.com/d/1xQ2Up-Tsx26MrZjH_nhKN6g8r6-m6v_y
",8Czcg2hAV/yF9TC+2vm+X1Y0JHf9f2mEGo9kXQ==,count/Columbia_2023_count.json,,,,,,columbia,,58.0,2
" https://lh3.googleusercontent.com/d/1uapMwBP10goQ699OV87gpLoW1zFc7Cfd
",mzs7v9biqGaexwNA4DK/zuuYZlkrkW/Klbgmyg==,count/Columbia_2023_count.json,,,,,,columbia,,68.0,2
" https://lh3.googleusercontent.com/d/1w3FSHtbr_d9nL8wo4_FiBdSDhVQ4TrrG
",EleKLg8Is0zlZreMSXEWwCV6U2jlV1uM6sduaQ==,count/Columbia_2023_count.json,,,,,,columbia,,66.0,2
" https://lh3.googleusercontent.com/d/1s2c3bbmjNp31tPhNajdjJHPjZfcPD9Fy
",5nGU6W/TjhdvSL3Nf40LFrnwZaUQPWudurrcjA==,count/Columbia_2023_count.json,,,,,,columbia,,62.0,2
" https://lh3.googleusercontent.com/d/1DEOnlAVa4-eNTqmx8HwdLsBC39VWbxqc
",VblN6J6HbotuSfGyUgnxrRj14cCSoKuWGhyWEQ==,count/Columbia_2023_count.json,,,,,,columbia,,62.0,2
