image_url,date,neighborhood,total_count,temp,rain,source_file
" https://lh3.googleusercontent.com/d/1djwCzJ2b-FE1AGoaKom4iTn35d7VgCfU
",2023-01-31,Columbia,,60,1,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/131RB-CWqippuqZwDXLG-3ZM4ENi5hqXb
",2023-02-23,Columbia,,47,1,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1VRi89o-UiZ2_rhcuC6uNgapqpi7OfLGs
",2023-03-30,Columbia,,52,1,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1tMBcsFsnfpBIjyM6pcJA0OyBoD8-J8-t
",2023-04-27,Columbia,,59,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1AcYP_CYqi1XCVwCTn5w02noI5jpJXd-U
",2023-05-25,Columbia,,60,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1xQ2Up-Tsx26MrZjH_nhKN6g8r6-m6v_y
",2023-06-28,Columbia,,58,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1uapMwBP10goQ699OV87gpLoW1zFc7Cfd
",2023-07-27,Columbia,,68,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1w3FSHtbr_d9nL8wo4_FiBdSDhVQ4TrrG
",2023-09-01,Columbia,,66,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1s2c3bbmjNp31tPhNajdjJHPjZfcPD9Fy
",2023-09-28,Columbia,,62,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1DEOnlAVa4-eNTqmx8HwdLsBC39VWbxqc
",2023-10-26,Columbia,,62,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1ezUu44N9sEIeolireFvQC9jeaKSdad4b
",2023-11-30,Columbia,,55,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1Og9_sW8INUPA27QdlndXRluMSvDZk_jE
",2023-12-28,Columbia,,55,2,count/Columbia_2023_count.json
" https://lh3.googleusercontent.com/d/1aDvSUODpM7VYGqeFeJ3EWaVlJagDWLTP
",,Golden Hill,44,,2,count/Golden Hill_2023_count.json
" https://lh3.googleusercontent.com/d/1DiOOwLPPQqbBHxB3ee07wlpaiMwXkM8m
",,Golden Hill,,,2,count/Golden Hill_2023_count.json
" https://lh3.googleusercontent.com/d/1F7c_Yf-W4Zn6RbGUrXuM-zkjypQmbQ9H
",2023-03-30,Golden Hill,12.75,,2,count/Golden Hill_2023_count.json
" https://lh3.googleusercontent.com/d/1nnrFZZsRlDyd_rGZbfNRGH_F9zt8A2d5
",2023-04-27,Golden Hill,56.62,59,2,count/Golden Hill_2023_count.json
